instance,element_id,MISES,S11,S22,S33,S12,S13,S23
PART-1-1,259,219.383,-219.059,-1.06387,1.46007,4.09579,-0.0356913,-0.20089
PART-1-1,260,219.383,-219.059,-1.06387,1.46007,4.09579,0.0356913,0.20089
PART-1-1,261,217.19,-221.183,1.45799,-9.91326,-0.359522,0.0491173,1.20163
PART-1-1,262,217.19,-221.183,1.45799,-9.91326,-0.359522,-0.0491173,-1.20163
PART-1-1,263,106.311,-99.6921,-0.697234,10.5366,-9.292,-0.0521929,-1.25918
PART-1-1,264,106.311,-99.6921,-0.697234,10.5366,-9.292,0.0521928,1.25918
PART-1-1,331,53.1371,-34.7901,-5.05499,0.867183,23.8562,-0.0792632,-2.63508
PART-1-1,332,53.1371,-34.7901,-5.05499,0.867183,23.8562,0.0792632,2.63508
PART-1-1,333,93.6933,-89.6473,6.83917,-1.63654,8.04372,-0.0747552,2.62288
PART-1-1,334,93.6933,-89.6473,6.83917,-1.63654,8.04372,0.0747552,-2.62288
PART-1-1,335,101.347,-103.012,-4.76758,0.828956,-3.51154,0.208899,-0.566729
PART-1-1,336,101.347,-103.012,-4.76758,0.828956,-3.51154,-0.208899,0.566729
PART-1-1,337,99.62,-97.1773,2.94178,0.938126,5.68126,-0.142406,0.0827877
PART-1-1,338,99.62,-97.1773,2.94178,0.938126,5.68126,0.142406,-0.0827877
PART-1-1,339,99.6364,-100.955,-1.73425,-0.919927,-0.578512,0.0673341,0.161339
PART-1-1,340,99.6364,-100.955,-1.73425,-0.919927,-0.578512,-0.067334,-0.161339
PART-1-1,341,98.7068,-97.6486,0.954441,0.942306,2.68363,0.000182147,-0.140309
PART-1-1,342,98.7068,-97.6486,0.954441,0.942306,2.68363,-0.000182131,0.140309
PART-1-1,343,98.5138,-99.048,-0.626837,-0.512446,1.52326,-0.0382348,0.0535783
PART-1-1,344,98.5138,-99.048,-0.626837,-0.512446,1.52326,0.0382348,-0.0535783
PART-1-1,345,99.5061,-99.0717,0.397621,0.393255,1.60695,0.0538767,-0.0153555
PART-1-1,346,99.5061,-99.0717,0.397621,0.393255,1.60695,-0.0538767,0.0153555
PART-1-1,347,98.2863,-98.4288,-0.304399,-0.0732736,1.738,-0.0551345,-0.0400666
